question,entity
내일 초미세먼지 광양 알려줄수 있어,S-DATE O S-LOCATION O O
이번 주 제천 초미세먼지 알려줄래,B-DATE E-DATE S-LOCATION O O
논산 다음 주 초미세먼지 알려줘,S-LOCATION B-DATE E-DATE O O
이번 주 칠곡 초미세먼지 줘,B-DATE E-DATE S-LOCATION O O
여주 다음 주 초미세먼지 알려줄래,S-LOCATION B-DATE E-DATE O O
정읍 먼지 어떻게 돼요,S-LOCATION O O O
일요일 음성군 공기 상태 좀 알려줄수 있니,S-DATE S-LOCATION O O O O O
내일 양평 꽃가루 알려줄수 있어,S-DATE S-LOCATION O O O
이번 주 공주 꽃가루 알려줄래,B-DATE E-DATE S-LOCATION O O
완주 다음 주 꽃가루 알려줘,S-LOCATION B-DATE E-DATE O O
이번 주 상주 꽃가루 줘,B-DATE E-DATE S-LOCATION O O
영천 내일 하늘 공기 맑을까,S-LOCATION S-DATE O O O
동해 일요일 꽃가루 심하니,S-LOCATION S-DATE O O
김제 지금 꽃가루 많이 없니,S-LOCATION S-DATE O O O
무안 꽃가루 없니,S-LOCATION O O
진천 꽃가루 많이 심하니,S-LOCATION O O O
예산군 꽃가루 알려줘,S-LOCATION O O
문경 내일 마스크 챙길까,S-LOCATION S-DATE O O
속초 모레 마스크 써야하나,S-LOCATION S-DATE O O
이번 주 삼척 꽃가루 많이 없니,B-DATE E-DATE S-LOCATION O O O
홍천 내일 먼지 심하겠지,S-LOCATION S-DATE O O
해남 혹시 공기 깨끗하니,S-LOCATION O O O
창녕 꽃가루 심하니,S-LOCATION O O
내일 태안 공기 상태 나쁠까,S-DATE S-LOCATION O O O
고흥 먼지 심하겠지 아마,S-LOCATION O O O
화순 꽃가루 심해지려나,S-LOCATION O O
거창 일요일 꽃가루 심하니,S-LOCATION S-DATE O O
가평 꽃가루 알려줘,S-LOCATION O O
내일 고창 공기 상태 나쁠까,S-DATE S-LOCATION O O O
서천 공기 상태 나쁠까,S-LOCATION O O O
혹시 내일 금산 먼지 심하니 마스크 챙길까,O S-DATE S-LOCATION O O O O
부안 일요일 마스크 필요하니,S-LOCATION S-DATE O O
내일 옥천 마스크 필요할까,S-DATE S-LOCATION O O
영광 마스크 챙겨야하나 모르겠네,S-LOCATION O O O
울진 꽃가루 심하면 안되는데,S-LOCATION O O O
완도 공기 맑을까 그 때,S-LOCATION O O O O
혹시 담양 이번 주 꽃가루 심하니,O S-LOCATION B-DATE E-DATE O O
그 때 횡성 혹시 공기 상태 나쁠까,O O S-LOCATION O O O O
나 내일 계룡 여행가는데 꽃가루 알려줘,O O S-LOCATION O O O
그 때 혹시 심하니,O O O O
장성 하늘 심하니,S-LOCATION O O
청도 이따가 꽃가루 없으려나,S-LOCATION S-DATE O O
괴산 꽃가루 꼈니,S-LOCATION O O
강남 하늘 공기상태 심할까,S-LOCATION O O O
함양 일요일 꽃가루 내리나,S-LOCATION S-DATE O O
그 때 하늘 어떠려나,O O O O
증평 하늘 꽃가루 많이 심하니 그 날,S-LOCATION O O O O O O
영월 꽃가루 어떨 것 같아,S-LOCATION O O O O
이번 주 장흥 공기 깨끗하니,B-DATE E-DATE S-LOCATION O O
영덕 많이 공기상태 심하면 안될텐데,S-LOCATION O O O O
다음 주 정선 공기 알려줘,B-DATE E-DATE S-LOCATION O O
내일 강진 꽃가루 심할까,S-DATE S-LOCATION O O
내일 혹시 보은 꽃가루 없으려나,S-DATE O S-LOCATION O O
오늘 인제 미세먼지 심하니,S-DATE S-LOCATION O O
진도 공기 상태 좋으려나,S-LOCATION O O O
군산 미세먼지 공기 상태 나쁠까 정말,S-LOCATION O O O O O
곡성 공기상태 없을까,S-LOCATION O O
내일 단양 미세먼지 심하겠지 아마,S-DATE S-LOCATION O O O
내일 순창 미세먼지 오면 안되는데,S-DATE S-LOCATION O O O
혹시 의령 미세먼지 안 심하겠지,O S-LOCATION O O O
양양 의정부 미세먼지 없을까,B-LOCATION E-LOCATION O O
내일 화천 마스크 필요해,S-DATE S-LOCATION O O
청송 마스크 쓸까,S-LOCATION O O
그 때 먼지 어떨까,O O O O
그 때 먼지 좋으려나,O O O O
미세먼지 어떨 것 같은데,O O O O
먼지 어때,O O
미세먼지 말해줄래,O O
먼지 어떠니,O O
먼지 많이 꼈나,O O O
먼지 어떠냐,O O
야 미세먼지 어때,O O O
토요일 먼지 알려줘,S-DATE O O
먼지 어떠려나,O O
내일 구례 마스크 챙길까 말까,S-DATE S-LOCATION O O O
무주 공기상태 궁금한데 알려주겠니,S-LOCATION O O O
진안 혹시 공기상태 알려줘,S-LOCATION O O O
내일모레 양구 공기상태 궁금해요,S-DATE S-LOCATION O O
내일모레 군위 공기상태 궁금해,S-DATE S-LOCATION O O
장수 공기상태 많이 심한가,S-LOCATION O O O
영양 공기상태 알려주겠니,S-LOCATION O O
울릉 공기상태 정보 알려주세요,S-LOCATION O O O
혹시 그 때 종로구 공기상태 어떨까,O O O S-LOCATION O O
그 때 관악구 공기상태 좋겠지,O O S-LOCATION O O
서초구 공기상태 어떨 것 같은데,S-LOCATION O O O O
강동구 공기상태 어떨까요,S-LOCATION O O
도봉구 공기상태 어때요,S-LOCATION O O
중랑구 현재 공기 말해주겠니,S-LOCATION S-DATE O O
광진구 청주 공기상태 어떠니,B-LOCATION E-LOCATION O O
오늘 용산구 공기상태 알려줘,S-DATE S-LOCATION O O
마포구 공기상태 어떨까,S-LOCATION O O
그럼 강남 공기상태 어떨까,O O O O
강동 공기상태 어떤지 좀 말해줘,S-LOCATION O O O O
동작구 공기상태 궁금해서 물어봤어요,S-LOCATION O O O
경상도 공기상태 알려주세요,S-LOCATION O O
경남 공기 어떠려나,S-LOCATION O O
전북 현재 공기 어떠려나,S-LOCATION S-DATE O O
전남 스모크 어떠려나,S-LOCATION O O
오늘 전북 스모크 알려주겠니,S-DATE S-LOCATION O O
영등포 스모크 궁금해,S-LOCATION O O
현재 양천구 스모크 어떤데,S-DATE S-LOCATION O O
저기 마포구 스모크 어때,O S-LOCATION O O
현재 성북구 스모크 완전 문젠데,S-DATE S-LOCATION O O O
중랑구 스모크 궁금해,S-LOCATION O O
용산구 스모크 궁금해요,S-LOCATION O O
종로구 현재 공기 상태 좋니,S-LOCATION S-DATE O O O
현재 스모크 어때,S-DATE O O
송파구 공기 상태 좀 알려줄래,S-LOCATION O O O O
궁금해 마포구 스모크,O S-LOCATION O
제주시 스모크 궁금해,S-LOCATION O O
합천군 스모크 궁금해,S-LOCATION O O
오늘 함안군 공기 어때,S-DATE S-LOCATION O O
창녕군 공기 어떨까,S-LOCATION O O
고성군 스모크 알려줘,S-LOCATION O O
거제시 스모그 알려줄래,S-LOCATION O O
오늘 의성군 스모그 알려줘,S-DATE S-LOCATION O O
울진군 공기 어때,S-LOCATION O O
영천시 스모그 어떨까요,S-LOCATION O O
구미시 스모그 어때요,S-LOCATION O O
봉화군 공기 어떨까,S-LOCATION O O
태안군 공기 알려줘,S-LOCATION O O
궁금해 스모그 논산시,O O S-LOCATION
계룡시 스모그 어떨까,S-LOCATION O O
오늘 청주시 흥덕구 스모그 알려줘,S-DATE B-LOCATION E-LOCATION O O
오늘 진천군 스모그 어때,S-DATE S-LOCATION O O
증평군 공기 어떨까,S-LOCATION O O
제천시 공기 알려줘,S-LOCATION O O
화천군 공기 어때,S-LOCATION O O
홍천군 공기 알려줘,S-LOCATION O O
원주시 공기 물어볼게,S-LOCATION O O
영월군 공기 알려줄래,S-LOCATION O O
서초구 공기 어때,S-LOCATION O O
속초시 스모그 알려줘,S-LOCATION O O
강릉시 스모그 궁금해,S-LOCATION O O
울산 북구 스모그 어때,B-LOCATION E-LOCATION O O
계양구 스모그 알려줘,S-LOCATION O O
오늘 부평구 스모그 어때,S-DATE S-LOCATION O O
인천 서구 공기 궁금해,B-LOCATION E-LOCATION O O
연수구 공기 알려줘,S-LOCATION O O
미추홀구 공기 궁금해요,S-LOCATION O O
사하구 공기 어때,S-LOCATION O O
해운대구 공기 어떠려나,S-LOCATION O O
오늘 북구 스모그 어때,S-DATE S-LOCATION O O
오늘 동래구 공기 알려줘,S-DATE S-LOCATION O O
금정구 스모그 어때,S-LOCATION O O
부산 강서구 공기 알려줘,B-LOCATION E-LOCATION O O
오늘 안성시 공기 알려줄래,S-DATE S-LOCATION O O
수원시 팔달구 공기 알려줘,B-LOCATION E-LOCATION O O
동두천시 공기 알려줘,S-LOCATION O O
양주시 스모그 궁금해,S-LOCATION O O
양주시 공기 알려주세요,S-LOCATION O O
안성시 공기 어때,S-LOCATION O O
합정동 공기 알려줘,S-LOCATION O O
망원동 공기 알려줘,S-LOCATION O O
연천군 공기 어떨까,S-LOCATION O O
이천시 스모그 어떨까요,S-LOCATION O O
하남시 스모그 궁금해요,S-LOCATION O O
화성시 스모그 알려줘,S-LOCATION O O
군포시 공기 알려주세요,S-LOCATION O O
구리시 공기 알려줘,S-LOCATION O O
광명시 공기 궁금합니다,S-LOCATION O O
고양시 덕양구 스모그 알려줘,B-LOCATION E-LOCATION O O
가평군 공기 궁금해,S-LOCATION O O
구로구 스모그 알려줘,S-LOCATION O O
은평구 스모그 알려줘,S-LOCATION O O
종로구 스모그 궁금해,S-LOCATION O O
오늘 궁금해 익산시 스모그,S-DATE O S-LOCATION O
인천 동구 스모그 궁금해,B-LOCATION E-LOCATION O O
웅진군 공기 궁금해,S-LOCATION O O
부산진구 공기 알려줘,S-LOCATION O O
동래구 스모그 알려줄래,S-LOCATION O O
음성군 스모그 알려주세요,S-LOCATION O O
고양시 일산서구 스모그 알려줄래,B-LOCATION E-LOCATION O O
의정부시 공기 궁금해,S-LOCATION O O
용인시 수지구 공기 어때,B-LOCATION E-LOCATION O O
오산시 공기 알려줘,S-LOCATION O O
성남시 분당구 공기 알려주세요,B-LOCATION E-LOCATION O O
삼척시 공기 궁금해요,S-LOCATION O O
오늘 원주시 스모그 어때요,S-DATE S-LOCATION O O
한강 가는데 근처 미세먼지 알려줘,S-LOCATION O O O O
광화문 미세먼지 알려줘,S-LOCATION O O
통영시 스모그 어때,S-LOCATION O O
광주시 스모그 알려줘,S-LOCATION O O
사천시 스모그 어떠니,S-LOCATION O O
안산시 황사 알려줄래,S-LOCATION O O
여주시 미세먼지는,S-LOCATION O
파주시 황사 알려줘,S-LOCATION O O
남구 공기 어때,S-LOCATION O O
수영구 공기 알려줘,S-LOCATION O O
동래구 황사 궁금해,S-LOCATION O O
태백시 공기 어때,S-LOCATION O O
설악산 가는데 근처 공기 어떠니,S-LOCATION O O O O
한라산 가는데 근처 공기 어때,S-LOCATION O O O O
성미산 가는데 근처 황사 어때,S-LOCATION O O O O
하늘공원 가는데 근처 황사 궁금해,S-LOCATION O O O O
시청 가는데 근처 황사 궁금해,S-LOCATION O O O O
오늘 경리단길 가는데 황사 어때,S-DATE S-LOCATION O O O
오늘 망리단길 가는데 공기 어떠니,S-DATE S-LOCATION O O O
오늘 을왕리 가는데 근처 미세먼지 어때,S-DATE S-LOCATION O O O O
임자도 황사 어때,S-LOCATION O O
교동도 황사 알려줘,S-LOCATION O O
자은도 가려는데 오늘 황사 알려줄래,S-LOCATION O S-DATE O O
압해도 가는데 황사 궁금해요,S-LOCATION O O O
연평도 가려는데 오늘 황사 어때,S-LOCATION O S-DATE O O
현재 공기 어떠려나,S-DATE O O
토요일 먼지 알려주겠니,S-DATE O O
먼지 궁금해,O O
지금 먼지 어떤데,S-DATE O O
저기 먼지 어때,O O O
먼지 완전 문젠데,O O O
세종 먼지 한 번 알려줘,S-LOCATION O O O O
모레 먼지 궁금해,S-DATE O O
먼지 궁금해요,O O
먼지 어떨까,O O
지금 공기 상태 심해지네,S-DATE O O O
현재 먼지 어때,S-DATE O O
공기 상태 좀 알려줄래,O O O O
궁금해 먼지,O O
어때 좀 먼지,O O O
월요일 근데 먼지 어떠려나,S-DATE O O O
미세먼지 없니 현재,O O S-DATE
생일도 황사 알려주세요,S-LOCATION O O
원산도 오늘 황사 알려줘,S-LOCATION S-DATE O O
안도 오늘 황사 어때,S-LOCATION S-DATE O O
오늘 죽도 미세먼지 어때,S-DATE S-LOCATION O O
외도 가는데 미세먼지 어때,S-LOCATION O O O
가덕도 오늘 미세먼지 알려줘,S-LOCATION S-DATE O O
석모도 황사 궁금해요,S-LOCATION O O
신의도 오늘 황사 알려줄래,S-LOCATION S-DATE O O
사랑도 오늘 미세먼지 알려줄래,S-LOCATION S-DATE O O
팔금도 오늘 미세먼지 궁금해,S-LOCATION S-DATE O O
외나로도 황사 알려줘,S-LOCATION O O
우도 황사 알려줘,S-LOCATION O O
선유도 오늘 미세먼지 어때,S-LOCATION S-DATE O O
영흥도 오늘 미세먼지 알려줄래,S-LOCATION S-DATE O O
중도 오늘 황사 알려줘,S-LOCATION S-DATE O O
도초도 황사 어때,S-LOCATION O O
거제도 황사 알려줄래,S-LOCATION O O
금오도 황사 궁금해요,S-LOCATION O O
자은도 황사 알려주세요,S-LOCATION O O
가거도 황사 어때요,S-LOCATION O O
청산도 가려는데 오늘 황사 궁금해요,S-LOCATION O S-DATE O O
보길도 가는데 미세먼지 알려줘,S-LOCATION O O O
거문도 가려는데 오늘 황사 어때요,S-LOCATION O S-DATE O O
흑산도 가려는데 오늘 미세먼지 알려줘,S-LOCATION O S-DATE O O
백령도 오늘 황사 알려줘,S-LOCATION S-DATE O O
안면도 황사 오늘 어때,S-LOCATION O S-DATE O
강화도 가려는데 오늘 미세먼지 궁금해요,S-LOCATION O S-DATE O O
대부도 가려는데 오늘 황사 어때,S-LOCATION O S-DATE O O
독도 가려는데 황사 알려줄래,S-LOCATION O O O
울릉도 가는데 황사 알려줘,S-LOCATION O O O
부평구 가려는데 미세먼지 알려줘,S-LOCATION O O O
방배동 오늘 황사 알려줘,S-LOCATION S-DATE O O
상암동 황사 알려줄래,S-LOCATION O O
논현동 황사좀 알려줘,S-LOCATION O O
삼성동 오늘 미세먼지 알려줘,S-LOCATION S-DATE O O
개봉동 가는데 황사 어때,S-LOCATION O O O
신수동 가는데 미세먼지 알려줘,S-LOCATION O O O
잠실 가려는데 근처 황사 알려줘,S-LOCATION O O O O
가락동 가는데 황사 알려줘,S-LOCATION O O O
서울 종로 오늘 미세먼지 알려줘,B-LOCATION E-LOCATION S-DATE O O
월계동 미세먼지 궁금해요,S-LOCATION O O
여의도 가는데 오늘 미세먼지 어때요,S-LOCATION O S-DATE O O
문정동 가는데 황사 어떤가요,S-LOCATION O O O
대포동 가려는데 오늘 황사 어때,S-LOCATION O S-DATE O O
경주 가는데 오늘 미세먼지 어때,S-LOCATION O S-DATE O O
날씨 알려주겠니,O O
날씨 정보 알려주세요,O O O
그 때 기온 어떨까,O O O O
그 때 기온 좋으려나,O O O O
기온 어떨 것 같은데,O O O O
따뜻하니 기온,O O
인천 기온 따뜻해,S-LOCATION O O
부산 시원해,S-LOCATION O
부산 시원하니,S-LOCATION O
시원한 기온니,O O
밀양 지금 기온 시원해,S-LOCATION S-DATE O O
구름 껴서 기온 쌀쌀해,O O O O
모레 기온 알려줘,S-DATE O O
기온 어떠려나,O O
전주 기온 어떤지 말해줘,S-LOCATION O O O
기온 궁금해서 물어봤어,O O O
기온 알려주세요,O O
기온 어떠려나,O O
체감 기온 어떠려나,O O O
모레 날씨 알려주겠니,S-DATE O O
날씨 궁금해,O O
지금 날씨 어떤데,S-DATE O O
저기 날씨 어때,O O O
날씨 완전 문젠데,O O O
전주 날씨 시원할까,S-LOCATION O O
시원한 날씨니,O O
전주 날씨 한 번 알려줘,S-LOCATION O O O O
모레 날씨 궁금해,S-DATE O O
날씨 궁금해요,O O
날씨 어떨까,O O
하늘 우박 떨어지네,O O O
지금 날씨 어때,S-DATE O O
체감날씨 좀 알려줄래,O O O
궁금해 체감날씨,O O
어때 좀 체감온도,O O O
화요일 근데 온도 어떠려나,S-DATE O O O
해 떴니 지금,O O S-DATE
하늘 해 떴니 지금,O O O S-DATE
날씨 어때 지금,O O S-DATE
날씨 알려주세요,O O
아 온도 흐리네,O O O
어떤데 온도,O O
온도 알려줬으면 졸겠어,O O O
천둥 치나,O O
하늘 구름 많네,O O O
화요일 여행갈건데 온도 알려줘,S-DATE O O O
온도 궁금하네,O O
모레 맑니,S-DATE O
화요일 해 뜰까,S-DATE O O
온도 많이 흐리려나,O O O
알려주세요 온도,O O
구름 꼈나,O O
구름 끼었나,O O
지금 하늘 구름 많니,S-DATE O O O
온도 알려주세요 궁금해요,O O O
맑으려나 화요일,O S-DATE
기상상태 궁금해서,O O
비 안 내려야 하는데,O O O O
기상상태 따뜻하려나,O O
날씨 따뜻하겠지,O O
부천 현재 바람 시원하니,S-LOCATION S-DATE O O
날씨 알려주세요,O O
화요일 맑겠지,S-DATE O
서울 다음 주 기상상태 알려줄래요,S-LOCATION B-DATE E-DATE O O
부안 기상상태 어떻게 돼,S-LOCATION O O O
모레 서천 기상상태 좀 알려줄수 있니,S-DATE S-LOCATION O O O O
화요일 기상상태 영덕 알려줄수 있어,S-DATE O S-LOCATION O O
이번 주 날씨 기상상태 알려줄래,B-DATE E-DATE O O O
구암 다음 주 기상상태 알려줘,S-LOCATION S-DATE S-DATE O O
이번 주 영등포 기상상태 줘,S-DATE S-DATE S-LOCATION O O
구로 다음 주 기상상태 알려줄래,S-LOCATION S-DATE S-DATE O O
일산 기상상태 어떻게 돼요,S-LOCATION O O O
모레 안암 기상상태 좀 알려줄수 있니,S-DATE S-LOCATION O O O O
목요일 기상상태 알려줄수 있어,S-DATE O O O
이번 주 홍대 기상상태 알려줄래,S-DATE S-DATE S-LOCATION O O
남구 다음 주 날씨 알려줘,S-LOCATION S-DATE S-DATE O O
이번 주 보령 날씨 줘,S-DATE S-DATE S-LOCATION O O
하늘 맑을까,O O
하늘 비 내리니,O O O
지금 온도 많이 덥니,S-DATE O O O
많이 덥니,O O
날씨 많이 더울까,O O O
알려줘 날씨,O O
목요일 우산 챙길까,S-DATE O O
우산 써야하나,O O
이번 주 날씨 많이 덥니,S-DATE S-DATE O O O
목요일 비오겠지,S-DATE O
헉 혹시 더울까,O O O
목요일 혹시 시원할까,S-DATE O O
바람 살랑살랑 부니,O O O
날씨 춥니,O O
목요일 추울까,S-DATE O
춥겠지 아마,O O
비 떨어지려나,O O
모레 비 오나,S-DATE O O
온도 알려줘,O O
목요일 추울까,S-DATE O
추울까,O
혹시 목요일 비오나 우산 챙길까,O S-DATE O O O
우산 필요하니,O O
목요일 우산 필요할까,S-DATE O O
부천 날씨 시원하려나,S-LOCATION O O
우산 챙겨야하나 모르겠네,O O O
밀양 추우면 안되는데,O O O
맑을까 그 때,O O O
혹시 비 오니,O O O
그 때 혹시 추울까,O O O O
나 목요일 여행가는데 날씨 알려줘,O S-DATE O O O
그 때 혹시 흐리니,O O O O
하늘 흐리니,O O
눈 오려나,O O
구름 꼈니,O O
강남 하늘 흐릴까,O O O
우박 떨어질까,O O
그 때 하늘 어떠려나,O O O O
하늘 많이 흐리니 그 날,O O O O O
먹구름 어떨 것 같아,O O O O
이번 주 맑겠지,S-DATE S-DATE O
많이 더우면 안될텐데,O O O
다음 주 날씨 알려줘,S-DATE S-DATE O O
목요일 먹구름 흐릴까,S-DATE O O
목요일 혹시 서대문구 비 오려나,S-DATE O S-LOCATION O O
모레 비오니,S-DATE O
군산 우박 오려나,S-LOCATION O O
추울까 정말,O O
비올까,O
금요일 눈오겠지 아마,S-DATE O O
금요일 눈 오면 안되는데,S-DATE O O O
혹시 눈 안오겠지,O O O
의정부 눈올까,S-LOCATION O
금요일 우산 필요해,S-DATE O O
우산 쓸까,O O
금요일 우산 챙길까 말까,S-DATE O O O
먹구름 궁금한데 알려주겠니,O O O
혹시 먹구름 알려줘,O O O
금요일모레 동두천 먹구름 궁금해요,S-DATE S-LOCATION O O
금요일모레 먹구름 궁금해,S-DATE O O
구름 많이 끼고 추우려나,O O O O
서울 날씨 알려주겠니,S-LOCATION O O
부산 날씨 정보 알려주세요,S-LOCATION O O O
혹시 그 때 대구 날씨 어떨까,O O O S-LOCATION O O
그 때 대전 날씨 좋겠지,O O S-LOCATION O O
날씨 어떨 것 같은데,O O O O
울산 날씨 어떨까요,S-LOCATION O O
송파구 날씨 어때요,S-LOCATION O O
덕진구 체감 날씨 말해주겠니,S-LOCATION O O O
청주 날씨 어떠니,S-LOCATION O O
모레 전주 날씨 알려줘,S-DATE S-LOCATION O O
날씨 어떠려나,O O
그럼 구리 날씨 어떨까,O S-LOCATION O O
창원 날씨 궁금해서 물어봤어요,S-LOCATION O O O
경기도 날씨 알려주세요,S-LOCATION O O
날씨 어떠려나,O O
체감 날씨 어떠려나,O O O
날씨 어떠려나,O O
모레 날씨 알려주겠니,S-DATE O O
날씨 궁금해,O O
지금 날씨 어떤데,S-DATE O O
저기 북구 날씨 어때,O S-LOCATION O O
지금 인천 날씨 완전 문젠데,S-DATE S-LOCATION O O O
완주 모레 동대구 날씨 궁금해,S-LOCATION S-DATE S-LOCATION O O
날씨 궁금해요,O O
완산구 지금 우박 떨어진다네,S-LOCATION S-DATE O O
지금 날씨 어때,S-DATE O O
송파구 날씨 좀 알려줄래,S-LOCATION O O O
궁금해 부천 날씨,O S-LOCATION O
어때 좀 안산 날씨,O O S-LOCATION O
금요일 근데 원주 날씨 어떠려나,S-DATE O S-LOCATION O O
울산 지금 해 떴니,S-LOCATION S-DATE O O
하늘 해 떴니 지금,O O O S-DATE
광주 날씨 알려주세요,S-LOCATION O O
어떤데 날씨,O O
날씨 알려줬으면 졸겠어,O O O
평창 날씨 알려줘,S-LOCATION O O
모레 천둥 치나,S-DATE O O
금요일 여행갈건데 날씨 알려줘,S-DATE O O O
날씨 궁금하네,O O
모레 맑니,S-DATE O
금요일 해 뜰까,S-DATE O O
알려주세요 춘천 날씨,O S-LOCATION O
광주 북구 날씨 어떠려나,B-LOCATION E-LOCATION O O
날씨 알려주세요 궁금해요,O O O
그 날 바람 많이 불겠지,O O O O O
맑으려나 금요일,O S-DATE
온도 궁금해서,O O
비 안 내려야 하는데,O O O O
무주 날씨 알려주세요,S-LOCATION O O
금요일 맑겠지,S-DATE O
완전 덥겠다,O O
하늘 맑을까,O O
하늘 비 내리니,O O O
지금 남원 온도 많이 덥니,S-DATE S-LOCATION O O O
