question,entity
지금 남부 지방 많이 쌀쌀할까,S-DATE B-LOCATION E-LOCATION O O
온도 많이 더울까,O O O
알려줘 은평구 온도,O S-LOCATION O
노원구 온도 궁금하네,S-LOCATION O O
토요일 우산 챙길까,S-DATE O O
진짜 영덕 그 때 더울까,O S-LOCATION O O O
임실 토요일 혹시 우산 써야하나,S-LOCATION S-DATE O O O
이번 주 온도 많이 덥니,S-DATE S-DATE O O O
토요일 비오겠지,S-DATE O
홍대 혹시 더울까,S-LOCATION O O
서울 춥니,S-LOCATION O
구름 껴서 흐린가,O O O
춥진 않겠지,O O
너무 춥지 않으려나,O O O
우산 아마 챙겨야겠지,O O O
해운대 토요일 비올까,S-LOCATION S-DATE O
오수 춥겠지 아마,S-LOCATION O O
그 떄 하늘 흐릴까,O O O O
비 떨어지려나,O O
온도 알려줘,O O
서귀포 토요일 추울까,S-LOCATION S-DATE O
바람 불면 안되는데,O O O
제주 많이 추울까,S-LOCATION O O
바람 너무 세게 부나,O O O O
혹시 토요일 비오나 우산 챙길까,O S-DATE O O O
여수 지금 우산 필요하니,S-LOCATION S-DATE O O
순천 토요일 우산 필요할까,S-LOCATION S-DATE O O
우산 챙겨야하나 모르겠네,O O O
추우면 안되는데,O O
건대 입구 맑을까 그 때,S-LOCATION O O O O
혹시 비 오니,O O O
그 때 혹시 추울까,O O O O
나 토요일 여행가는데 온도 알려줘,O S-DATE O O O
그 때 혹시 흐리니,O O O O
하늘 흐리니,O O
지금 바람 부나,S-DATE O O
눈 오려나,O O
이번 주 흐릴까,S-DATE S-DATE O
우박 떨어질까,O O
그 때 하늘 어떠려나,O O O O
하늘 많이 흐리니 그 날,O O O O O
온도 어떨 것 같아,O O O O
이번 주 맑겠지,S-DATE S-DATE O
많이 더우면 안될텐데,O O O
다음 주 날씨 알려줘,S-DATE S-DATE O O
토요일 온도 흐릴까,S-DATE O O
바람 많이 부니,O O O
영월 바람 많이 부려나,S-LOCATION O O O
토요일 혹시 비 오려나,S-DATE O O O
모레 비오니,S-DATE O
우박 오려나,O O
1월 1일 비 오나요,S-DATE S-DATE O O
2월 12일 쌀쌀하려나,S-DATE S-DATE O
3월 3일 쌀쌀한가,S-DATE S-DATE O
4월 14일 비 오나요,S-DATE S-DATE O O
5월 5일 추워서 쌀쌀한가,S-DATE S-DATE O O
8일 호성동 온도 알려줘,S-DATE S-LOCATION O O
6월 22일 비 오나요,S-DATE S-DATE O O
12월 11일 더워서 어떠려나,S-DATE S-DATE O O
3월 2O일 온도 비 와,S-DATE S-DATE O O O
7월 4일 눈 와,S-DATE S-DATE O O
3월 17일 전주 하늘 맑니,S-DATE S-DATE S-LOCATION O O
4월 12일 온도 흐려서 안 되겠다,S-DATE S-DATE O O O O
이번 주 월요일 맑니,B-DATE I-DATE E-DATE O
2월 1O일 온도 맑니,S-DATE S-DATE O O
경주 이번 주 드디어 맑아,S-LOCATION S-DATE S-DATE O O
4월 11일 눈 오나요,S-DATE S-DATE O O
2월 2O일 온도 비 와,S-DATE S-DATE O O O
8월 4일 눈 와,S-DATE S-DATE O O
1O월 16일 온도 맑니,S-DATE S-DATE O O
이번 주 목요일 맑니,B-DATE I-DATE E-DATE O
11월 6일 청원 온도 맑니,B-DATE E-DATE S-LOCATION O O
이천 이번 주 흐리려나 하늘,S-LOCATION B-DATE E-DATE O O
비 올까,O O
토요일 오산 눈오겠지 아마,S-DATE S-LOCATION O O
토요일 눈오니,S-DATE O
혹시 눈 안오겠지,O O O
그 날 비와서 힘들겠지,O S-DATE O O
눈 올까,O O
약속 잡았는데 비 오네,O O O O
토요일 진주 우산 필요해,S-DATE S-LOCATION O O
우산 쓸까 말해줘,O O O
울릉도 토요일 우산 챙길까 말까,S-LOCATION S-DATE O O O
날씨 궁금한데 알려주겠니,O O O
혹시 날씨 알려줘,O O O
인천 토요일모레 날씨 궁금해요,S-LOCATION S-DATE O O
토요일모레 날씨 궁금해,S-DATE O O
일요일 맑겠지,S-DATE O
이천 하늘 맑을까,S-LOCATION O O
화순 하늘 비 내리니,S-LOCATION O O O
지금 남원 온도 많이 덥니,S-DATE S-LOCATION O O O
지금 남부 지방 많이 덥니,S-DATE B-LOCATION E-LOCATION O O
날씨 많이 더울까,O O O
노원구 날씨 궁금하네,S-LOCATION O O
이따가 우산 챙길까,S-DATE O O
이태원 우산 써야하나,S-LOCATION O O
이번 주 날씨 많이 덥니,B-DATE E-DATE O O O
일요일 비오겠지,S-DATE O
모레 날씨 알려주세요,S-DATE O O
혹시 이따 날씨 좀 알려줄래요,O S-DATE O O O
일요일 날씨 알려주세요,S-DATE O O
저번 주 날씨 말해주세요,B-DATE E-DATE O O
이번 주 날씨 바람 부니,B-DATE E-DATE O O O
날씨 어떠냐,O O
지금 어떤데 날씨,O O O
다음 주 광명 날씨 알려주세요,B-DATE E-DATE S-LOCATION O O
지금 평택 날씨 알려주세요,S-DATE S-LOCATION O O
이번 주 광주 날씨 말해주라,B-DATE E-DATE S-LOCATION O O
일요일 부산 날씨,S-DATE S-LOCATION O
일요일 대구 날씨 말해,S-DATE S-LOCATION O O
이따 대전 날씨 말해줘,S-DATE S-LOCATION O O
모레 날씨 뭐야,S-DATE O O
일요일 부산 날씨 말해주라,S-DATE S-LOCATION O O
부산 날씨,S-LOCATION O
경북 일요일 날씨 어때,S-LOCATION S-DATE O O
익산 날씨 어떨 것 같은지 말해줘,S-LOCATION O O O O O
2월 2O일 날씨 알려주겠니,B-DATE E-DATE O O
1월 3O일 날씨 정보 알려주세요,B-DATE E-DATE O O O
6월 그 때 날씨 어떨까,S-DATE O O O O
8월 그 때 날씨 좋으려나,S-DATE O O O O
호성동 날씨 어떨 것 같은데,S-LOCATION O O O O
덕진동 날씨 어때,S-LOCATION O O
송천동 날씨 말해줄래,S-LOCATION O O
나운동 날씨 어떠니,S-LOCATION O O
미룡동 구름 많이 꼈나,S-LOCATION O O O
조촌동 날씨 어떠냐,S-LOCATION O O
금천구 야 날씨 어때,S-LOCATION O O O
노원구 모레 날씨 알려줬으면,S-LOCATION S-DATE O O
5월 5일 날씨 어떠려나,B-DATE E-DATE O O
4월 8일 음성 날씨 어떤지 말해달라고,B-DATE E-DATE S-LOCATION O O O
1월 11일 날씨 궁금해서 물어봤는데,B-DATE E-DATE O O O
2월 28일 날씨 좀 알려주세요,B-DATE E-DATE O O O
오늘 수원 날씨 어떠려나,S-DATE S-LOCATION O O
고양시 체감 날씨 어떠려나,S-LOCATION O O O
용인 오늘 날씨 알려주겠니,S-LOCATION S-DATE O O
성남 날씨 궁금해,S-LOCATION O O
부천 현재 날씨 어떤데,S-LOCATION S-DATE O O
화성 날씨 어때,S-LOCATION O O
남양주 날씨 완전 문젠데,S-LOCATION O O O
세종 날씨 한 번 알려줘,S-LOCATION O O O O
천안 모레 날씨 궁금해,S-LOCATION S-DATE O O
안산 날씨 궁금해요,S-LOCATION O O
안양 날씨 어떨까,S-LOCATION O O
김해 날씨 어때,S-LOCATION O O
평택 현재 날씨 어때,S-LOCATION S-DATE O O
파주 날씨 좀 알려줄래,S-LOCATION O O O
궁금해 의정부 날씨,O O O
어때 김포 날씨,O S-LOCATION O
일요일 근데 구미 날씨 어떠려나,S-DATE O S-LOCATION O O
양산 해 떴니 현재,S-LOCATION O O S-DATE
원주 하늘 해 떴니 현재,S-LOCATION O O O S-DATE
진주 날씨 어때 현재,S-LOCATION O O S-DATE
세종 날씨 알려주세요,S-LOCATION O O
아 광명 날씨 흐리네,O S-LOCATION O O
어떤데 아산 날씨,O S-LOCATION O
익산 날씨 알려줬으면 졸겠어,S-LOCATION O O O
춘천 현재 천둥 치나,S-LOCATION S-DATE O O
경산 하늘 구름 많네,S-LOCATION O O O
일요일 군포 여행갈건데 날씨 알려줘,S-DATE O O O O
하남 날씨 궁금하네,S-LOCATION O O
오늘 여수 맑니,S-DATE S-LOCATION O
일요일 경주 해 뜰까,S-DATE S-LOCATION O O
거제도 날씨 많이 흐리려나,S-LOCATION O O O
목포 알려주세요 날씨,S-LOCATION O O
이천 구름 꼈나,S-LOCATION O O
강릉 구름 끼었나,S-LOCATION O O
양주 현재 하늘 구름 많니,S-LOCATION S-DATE O O O
충주 날씨 알려주세요 맑나요,S-LOCATION O O O
안성 맑으려나 일요일,S-LOCATION O S-DATE
서산 날씨 궁금해서,S-LOCATION O O
구리 내일 비 안 내려야 하는데,S-LOCATION S-DATE O O O O
서귀포 날씨 알려주세요,S-LOCATION O O
당진 내일 맑겠지,S-LOCATION S-DATE O
안동 다음 주 날씨 알려줄래요,S-LOCATION B-DATE E-DATE O O
포천 날씨 어떻게 돼,S-LOCATION O O O
오늘 의왕 날씨 좀 알려줄수 있니,S-DATE S-LOCATION O O O O
내일 날씨 광양 알려줄수 있어,S-DATE O S-LOCATION O O
이번 주 제천 날씨 알려줄래,B-DATE E-DATE S-LOCATION O O
논산 다음 주 날씨 알려줘,S-LOCATION B-DATE E-DATE O O
이번 주 칠곡 날씨 줘,B-DATE E-DATE S-LOCATION O O
여주 다음 주 날씨 알려줄래,S-LOCATION B-DATE E-DATE O O
정읍 날씨 어떻게 돼요,S-LOCATION O O O
오늘 음성군 날씨 좀 알려줄수 있니,S-DATE S-LOCATION O O O O
기온 어때,O O
기온 말해줄래,O O
기온 어떠니,O O
구름 많이 꼈나,O O O
기온 어떠냐,O O
야 기온 어때,O O O
기온 시원하니,O O
이번 주 공주 날씨 알려줄래,B-DATE E-DATE S-LOCATION O O
완주 다음 주 날씨 알려줘,S-LOCATION B-DATE E-DATE O O
이번 주 상주 날씨 줘,B-DATE E-DATE S-LOCATION O O
영천 내일 하늘 맑을까,S-LOCATION S-DATE O O
동해 오늘 비 내리니,S-LOCATION S-DATE O O
김제 현재 날씨 많이 덥니,S-LOCATION S-DATE O O O
무안 많이 덥니,S-LOCATION O O
진천 날씨 많이 더울까,S-LOCATION O O O
예산군 날씨 알려줘,S-LOCATION O O
문경 내일 우산 챙길까,S-LOCATION S-DATE O O
속초 모레 우산 써야하나,S-LOCATION S-DATE O O
이번 주 삼척 날씨 많이 덥니,B-DATE E-DATE S-LOCATION O O O
홍천 내일 비오겠지,S-LOCATION S-DATE O
해남 혹시 더울까,S-LOCATION O O
창녕 날씨 춥니,S-LOCATION O O
내일 태안 추울까,S-DATE S-LOCATION O
고흥 춥겠지 아마,S-LOCATION O O
화순 비 떨어지려나,S-LOCATION O O
거창 월요일 비 오나,S-LOCATION S-DATE O O
가평 날씨 알려줘,S-LOCATION O O
내일 고창 추울까,S-DATE S-LOCATION O
서천 추울까,S-LOCATION O
혹시 내일 금산 비오나 우산 챙길까,O S-DATE S-LOCATION O O O
부안 월요일 우산 필요하니,S-LOCATION S-DATE O O
내일 옥천 우산 필요할까,S-DATE S-LOCATION O O
영광 우산 챙겨야하나 모르겠네,S-LOCATION O O O
울진 추우면 안되는데,S-LOCATION O O
완도 맑을까 그 때,S-LOCATION O O O
혹시 담양 이번 주 비 오니,O S-LOCATION B-DATE E-DATE O O
그 때 횡성 혹시 추울까,O O S-LOCATION O O
나 내일 계룡 여행가는데 날씨 알려줘,O S-DATE S-LOCATION O O O
그 때 혹시 흐리니,O O O O
장성 하늘 흐리니,S-LOCATION O O
청도 이따가 눈 오려나,S-LOCATION S-DATE O O
괴산 구름 꼈니,S-LOCATION O O
강남 하늘 흐릴까,S-LOCATION O O
함양 월요일 비 내리나,S-LOCATION S-DATE O O
그 때 하늘 어떠려나,O O O O
증평 하늘 많이 흐리니 그 날,S-LOCATION O O O O S-DATE
영월 날씨 어떨 것 같아,S-LOCATION O O O O
이번 주 장흥 맑겠지,B-DATE E-DATE S-LOCATION O
영덕 많이 더우면 안될텐데,S-LOCATION O O O
다음 주 정선 날씨 알려줘,B-DATE E-DATE S-LOCATION O O
내일 강진 날씨 흐릴까,S-DATE S-LOCATION O O
내일 혹시 보은 비 오려나,S-DATE O S-LOCATION O O
월요일 인제 비오니,S-DATE S-LOCATION O
진도 우박 오려나,S-LOCATION O O
군산 날씨 추울까 정말,S-LOCATION O O O
곡성 비올까,S-LOCATION O
내일 단양 눈 오겠지 아마,S-DATE S-LOCATION O O O
내일 순창 눈 오면 안되는데,S-DATE S-LOCATION O O O
혹시 의령 눈 안오겠지,O S-LOCATION O O
양양 의정부 눈올까,B-LOCATION E-LOCATION O
내일 화천 우산 필요해,S-DATE S-LOCATION O O
청송 우산 쓸까,S-LOCATION O O
내일 구례 우산 챙길까 말까,S-DATE S-LOCATION O O O
무주 날씨 궁금한데 알려주겠니,S-LOCATION O O O
진안 혹시 날씨 알려줘,S-LOCATION O O O
내일모레 양구 날씨 맑나요,S-DATE S-LOCATION O O
내일모레 군위 날씨 궁금해,S-DATE S-LOCATION O O
장수 구름 많이 끼고 추우려나,S-LOCATION O O O O
영양 날씨 알려주겠니,S-LOCATION O O
울릉 날씨 정보 알려주세요,S-LOCATION O O O
혹시 그 때 종로구 날씨 어떨까,O O O S-LOCATION O O
혹시 날씨 시원할까,O O O
그 때 관악구 날씨 좋겠지,O O S-LOCATION O O
서초구 날씨 어떨 것 같은데,S-LOCATION O O O O
강동구 날씨 어떨까요,S-LOCATION O O
도봉구 날씨 어때요,S-LOCATION O O
중랑구 체감 날씨 말해주겠니,S-LOCATION O O O
청주 날씨 어떠니,S-LOCATION O O
월요일 용산구 날씨 알려줘,S-DATE S-LOCATION O O
마포구 날씨 어떨까,S-LOCATION O O
그럼 강남 날씨 어떨까,O S-LOCATION O O
강동 날씨 어떤지 좀 말해줘,S-LOCATION O O O O
동작구 날씨 궁금해서 물어봤어요,S-LOCATION O O O
경상도 날씨 알려주세요,S-LOCATION O O
경남 날씨 어떠려나,S-LOCATION O O
전북 체감 날씨 어떠려나,S-LOCATION O O O
전남 날씨 어떠려나,S-LOCATION O O
월요일 전북 날씨 알려주겠니,S-DATE S-LOCATION O O
영등포 날씨 궁금해,S-LOCATION O O
현재 양천구 날씨 어떤데,S-DATE S-LOCATION O O
저기 마포구 날씨 어때,O S-LOCATION O O
현재 성북구 날씨 완전 문젠데,S-DATE S-LOCATION O O O
중랑구 날씨 궁금해,S-LOCATION O O
용산구 날씨 맑나요,S-LOCATION O O
종로구 현재 우박 떨어진다네,S-LOCATION S-DATE O O
현재 날씨 어때,S-DATE O O
송파구 날씨 좀 알려줄래,S-LOCATION O O O
궁금해 마포구 날씨,O S-LOCATION O
상당구 날씨 궁금해,S-LOCATION O O
중구 날씨 알려줘,S-LOCATION O O
가평군 날씨 어떨까,S-LOCATION O O
고양시 덕양구 날씨 알려줘,B-LOCATION E-LOCATION O O
광명시 날씨 궁금해,S-LOCATION O O
구리시 날씨 어때,S-LOCATION O O
군포시 날씨 어때,S-LOCATION O O
화성시 날씨 어떨까,S-LOCATION O O
하남시 날씨 궁금해서 물어볼게,S-LOCATION O O O
이천시 날씨 어때,S-LOCATION O O
연천군 날씨 어떨까,S-LOCATION O O
내일모레 마포구 날씨 알려줘,S-DATE S-LOCATION O O
내일 합정동 날씨 알려줘,S-DATE S-LOCATION O O
안성시 날씨 어때,S-LOCATION O O
양주시 날씨 궁금해,S-LOCATION O O
동두천시 날씨 알려줘,S-LOCATION O O
수원시 팔달구 날씨 어떨까,B-LOCATION E-LOCATION O O
내일 안성시 날씨 알려줘,S-DATE S-LOCATION O O
부산 강서구 날씨 알려줘,B-LOCATION E-LOCATION O O
금정구 날씨 어때,S-LOCATION O O
월요일 동래구 날씨 알려줘,S-DATE S-LOCATION O O
내일 북구 날씨 어때,S-DATE S-LOCATION O O
해운대구 날씨 어떠려나,S-LOCATION O O
사하구 날씨 알려줘,S-LOCATION O O
미추홀구 날씨 알려줘,S-LOCATION O O
연수구 날씨 뭐야,S-LOCATION O O
인천 서구 날씨 알려줘,B-LOCATION E-LOCATION O O
월요일 부평구 날씨 어때,S-DATE S-LOCATION O O
계양구 날씨 알려줘,S-LOCATION O O
울산 북구 날씨 어때,B-LOCATION E-LOCATION O O
강릉시 날씨 알려줘,S-LOCATION O O
속초시 날씨 어때,S-LOCATION O O
내일 서초구 날씨 어때,S-DATE S-LOCATION O O
영월군 날씨 맑나요,S-LOCATION O O
원주 날씨 맑나요,S-LOCATION O O
홍천군 날씨 궁금해,S-LOCATION O O
화천군 날씨 물어볼게,S-LOCATION O O
내일모레 제천시 날씨 알려줘,S-DATE S-LOCATION O O
증평 날씨 알려줘,S-LOCATION O O
진천군 날씨 궁금해,S-LOCATION O O
청주시 흥덕구 날씨 알려줘,B-LOCATION E-LOCATION O O
계룡 날씨 알려줘 월요일,S-LOCATION O O S-DATE
논산시 날씨 알려줘,S-LOCATION O O
태안군 날씨 알려줘,S-LOCATION O O
봉화 날씨 알려줘,S-LOCATION O O
구미시 날씨 어때,S-LOCATION O O
내일 영천시 날씨 알려줘,S-DATE S-LOCATION O O
내일 울진군 날씨 알려줘,S-DATE S-LOCATION O O
오늘 의성군 날씨 궁금해,S-DATE S-LOCATION O O
거제시 날씨 어때,S-LOCATION O O
고성군 날씨 어때,S-LOCATION O O
창녕군 날씨 알려줘,S-LOCATION O O
수요일 함안군 날씨 어때,S-DATE S-LOCATION O O
합천군 날씨 알려줘,S-LOCATION O O
제주시 날씨 알려줘,S-LOCATION O O
수요일 영덕 근처 날씨 어때,S-DATE S-LOCATION O O O
오늘 경주 근처 날씨 어때,S-DATE S-LOCATION O O O
오늘 밀양 근처 날씨 어때,S-DATE S-LOCATION O O O
수요일 을왕리 날씨 어때,S-DATE S-LOCATION O O
수요일 통영 가는데 날씨 알려줘,S-DATE S-LOCATION O O O
해운대 가는데 날씨 어때,S-LOCATION O O O
곡성 가려는데 날씨 어때,S-LOCATION O O O
구례 가려는데 날씨 어때,S-LOCATION O O O
전남 여수 가려는데 날씨 궁금해,B-LOCATION E-LOCATION O O O
고흥 가려는데 날씨 어떠니,S-LOCATION O O O
진도 가는데 날씨 알려줄래,S-LOCATION O O O
해남 가려는데 날씨 어때,S-LOCATION O O O
강진 가려는데 날씨 궁금해,S-LOCATION O O O
서울 가려는데 날씨 궁금해,S-LOCATION O O O
대구 가는데 날씨 어떠니,S-LOCATION O O O
장흥 가는데 날씨 궁금해,S-LOCATION O O O
영암 가는데 날씨 궁금해,S-LOCATION O O O
신안 가는데 날씨 궁금해,S-LOCATION O O O
영광 가는데 날씨 알려줘,S-LOCATION O O O
완주 가는데 날씨 어때,S-LOCATION O O O
여의도 가는데 오늘 날씨 어때,S-LOCATION O S-DATE O O
수요일 부안 가는데 날씨 궁금해,S-DATE S-LOCATION O O O
김제 가는데 날씨 알려줘,S-LOCATION O O O
가락동 가는데 날씨 알려줘,S-LOCATION O O O
익산 가는데 날씨 알려줘,S-LOCATION O O O
신수동 가는데 날씨 알려줄래,S-LOCATION O O O
개봉동 가는데 날씨 맑나요,S-LOCATION O O O
삼성동 가는데 날씨 궁금해,S-LOCATION O O O
수요일 논현동 가려는데 날씨좀 알려줘,S-DATE S-LOCATION O O O
수요일 상암동 가려는데 날씨 어때,S-DATE S-LOCATION O O O
방배동 가려는데 오늘 날씨 알려줘,S-LOCATION O S-DATE O O
수요일 군산 가려는데 날씨 알려줘,S-DATE S-LOCATION O O O
울릉도 가려는데 수요일 날씨 알려줘,S-LOCATION O S-DATE O O
독도 가려는데 수요일 날씨 궁금해,S-LOCATION O S-DATE O O
서천 가려는데 수요일 날씨 어때,S-LOCATION O S-DATE O O
강화도 가려는데 오늘 날씨 맑나요,S-LOCATION O S-DATE O O
안면도 가려는데 오늘 날씨 알려줄래,S-LOCATION O S-DATE O O
백령도 가려는데 수요일 날씨 알려주세요,S-LOCATION O S-DATE O O
흑산도 가려는데 오늘 날씨 어때,S-LOCATION O S-DATE O O
태안 가려는데 오늘 날씨 어때요,S-LOCATION O S-DATE O O
수요일 오산 가는데 날씨 궁금해,S-DATE S-LOCATION O O O
화성 가는데 수요일 날씨 알려줘,S-LOCATION O S-DATE O O
안산 가려는데 수요일 날씨 맑나요,S-LOCATION O S-DATE O O
수요일 안양 날씨 알려줘,S-DATE S-LOCATION O O
오늘 경기 광주 날씨 알려줘,S-DATE B-LOCATION E-LOCATION O O
수요일 금오도 날씨 맑나요,S-DATE S-LOCATION O O
오늘 양주 날씨 알려줄래,S-DATE S-LOCATION O O
수요일 포천 날씨 알려줘,S-DATE S-LOCATION O O
수요일 연천 날씨 알려줘,S-DATE S-LOCATION O O
의정부 오늘 날씨 알려줘,S-LOCATION S-DATE O O
선유도 오늘 날씨 알려줘,S-LOCATION S-DATE O O
수요일 우도 가는데 날씨 알려줘,S-DATE S-LOCATION O O O
오늘 대구 날씨 알려줘,S-DATE S-LOCATION O O
수원 오늘 날씨 궁금해,S-LOCATION S-DATE O O
경북 영월 수요일 날씨 알려줘,B-LOCATION E-LOCATION S-DATE O O
오산 화요일 날씨 알려줄래,S-LOCATION S-DATE O O
함평 오늘 날씨 알려줘,S-LOCATION S-DATE O O
강원도 춘천 가는데 오늘 날씨 알려줘,B-LOCATION E-LOCATION O S-DATE O O
전북 군산 가는데 화요일 날씨 알려줄래,B-LOCATION E-LOCATION O S-DATE O O
제주 서귀포 가려는데 화요일 날씨 알려줘,B-LOCATION E-LOCATION O S-DATE O O
오늘 제주도 날씨 알려줘,S-DATE S-LOCATION O O
울릉도 화요일 날씨 어때,S-LOCATION S-DATE O O
우도 화요일 날씨 알려줘,S-LOCATION S-DATE O O
오늘 인천 가려는데 날씨 알려줄래,S-DATE S-LOCATION O O O
평택 가려는데 오늘 날씨 어때,S-LOCATION O S-DATE O O
해남 가는데 오늘 날씨 맑나요,S-LOCATION O S-DATE O O
전남 목포 가려는데 화요일 날씨 궁금해요,B-LOCATION E-LOCATION O S-DATE O O
안산 가는데 오늘 날씨 어때,S-LOCATION O S-DATE O O
화요일 경기 부천 날씨 알려줘,S-DATE B-LOCATION E-LOCATION O O
청주 가는데 모레 날씨 어때,S-LOCATION O S-DATE O O
화요일 경기 광주 날씨 알려줘,S-DATE B-LOCATION E-LOCATION O O
