question,label
정치적 요즘 이슈 최근 알려줘,뉴스이슈
요즘 이슈 알려줘,뉴스이슈
요즘 사회적인 이슈 알려줘,뉴스이슈
최근 이슈 알려줘,뉴스이슈
요즘 무슨일이 있었니,뉴스이슈
요슴 있던일 알려줘,뉴스이슈
최근 있던일 최근 알려줘,뉴스이슈
요즘 핫한게 뭐니,뉴스이슈
최근 핫했던것 알려줘,뉴스이슈
요즘 최신의 이슈가 최근 뭐니,뉴스이슈
요즘 핫했던 이슈 알려줘,뉴스이슈
스포츠 신문 읽어줘요,뉴스이슈
문재인 나온 뉴스 들려줘요,뉴스이슈
카카오톡 나온 기사 읽어줄래요,뉴스이슈
그제 축구 결과 알려줄래요,뉴스이슈
어제 농구 결과 알려줘요,뉴스이슈
그제 농구 결과 알려줘요,뉴스이슈
버닝썬 사건 알려줄래요,뉴스이슈
주요 뉴스 들려줘,뉴스이슈
핫한 뉴스 알려줄래요,뉴스이슈
요즘 소식 전해줘요,뉴스이슈
최근 뉴스 전해줘,뉴스이슈
주요 뉴스 들려줘요,뉴스이슈
정치 기사 알려줘,뉴스이슈
단독 신문 전해줘요,뉴스이슈
정치 기사 전해줘요,뉴스이슈
손흥민 무슨 뉴스요,뉴스이슈
그제 야구 삼성 알려줄래요,뉴스이슈
저번 주 야구 에스케이 알려줄래요,뉴스이슈
어제 농구 금호 타이어 알려줄래요,뉴스이슈
이번 주 농구 케이씨씨 알려줄래요,뉴스이슈
그제 축구 현대 유나이티드 결과 알려줄래요,뉴스이슈
저번 주 축구 맨체스터 알려줄래요,뉴스이슈
행복해지는 얘기 해줄래,명언
좋은 명언 들려주라,명언
명언 알려줘,명언
좋은 명언 하나 해줄래요,명언
좋은 명언 하나만 들려주세요,명언
좋은 명언 들려주겠나요,명언
나 좋은 명언 하나만 들려줘,명언
좋은 명언 좀 해줘 심심하거든,명언
나한테 좋은 명언해줄 수 있냐,명언
나 좋은 명언 좀 들려주라,명언
좋은 명언 좀 해봐,명언
힘이되는 명언 알려줘,명언
행복해지는 명언 알려줘,명언
멋진 얘기 해줘,명언
멋진 명언 알려줘,명언
나에게 명언 알려줘,명언
나에게 좋은 말 좀 해줄래,명언
좋은 명언 하나만 들려주세요,명언
좋은 명언 들려주겠나요,명언
나 좋은 명언 하나만 들려줘,명언
좋은 명언 좀 해줘 심심하거든,명언
나한테 좋은 명언해줄 수 있냐,명언
나 좋은 명언 좀 들려주라,명언
좋은 명언 좀 해봐,명언
너 나한테 좋은 명언 들려줘야 해,명언
저기 좋은 명언 들려주겠나요,명언
저한테 좋은 명언 들려주세요,명언
저 혹시 좋은 명언 좀 들려주세요,명언
좋은 명언 한 번만 부탁합니다,명언
조언이 되는 명언 해줄래요,명언
조언이 되는 명언 하나 들려줘요,명언
프랑스 무슨 뜻이야,번역
중국 무슨 뜻 설명해줘,번역
포기 무슨 뜻이니,번역
크레용 무슨 뜻인지 설명해줘,번역
코뿔소 중국어 뭔지 알려줄래요,번역
토마토 프랑스어 번역요,번역
감 뭔지 이탈리아어 번역해줘요,번역
창문 번역해줘요,번역
상어 뭔지 영어 번역해줄래요,번역
이 문장 중국어 말해줘요,번역
고치다 라틴어 뭔데,번역
박사 라틴어 뭔지 알아,번역
동굴 그리스어 뭐니,번역
리모컨 그리스어 뭔지 알아,번역
이 단어 그리스어 말해주라,번역
칫솔 일본말 뭔지 말해줘,번역
경찰 일본어 말해줘,번역
이 단어 일본어 뭔지 알고있니,번역
학교 언제가나요 일본어 뭐야,번역
설거지 해야해요 영어 뭐야,번역
사랑해 일본어 번역해줘요,번역
일본어 번역해주세요,번역
가위 일본어 무슨 단어니,번역
등산 일본어 뭔지 알려줘요,번역
오징어 일본어 뭔데요,번역
문어 일본어 뭔지 알아요,번역
돼지 일본어 뭔지 알려줄래요,번역
이 문장 일본어 말해줘요,번역
해파리 영어 무슨 단어니,번역
이 단어 영어 말해주세요,번역
사랑 영어 알려줘요,번역
영어 알려줘요,번역
자전거 영어 뭔지 알아요,번역
영어 오징어 먹고싶어요 뭐에요,번역
학교에 언제가나요 일본어 뭐에요,번역
일본어 시장에 왔어요 뭐에요,번역
바지를 입어야해요 일본어 뭐에요,번역
일본어 초밥이 먹고싶어요 뭐에요,번역
설거지를 해야해요 중국어 뭐에요,번역
칠판이 깨끗하군요를 중국어 어떻게 말해요,번역
침대에 누워요를 중국어 뭐에요,번역
가방 들어요 중국어 뭐에요,번역
중국어 이거 얼마에요 뭐에요,번역
이거 스페인어 뭔지 알려줄래요,번역
파이프 스페인어 번역요,번역
탱크 스페인어 번역해주세요,번역
스페인어 번역해주세요,번역
이 단어 스페인어 번역해줄래요,번역
스페인어 여자 뭔지 말해줘요,번역
수납장 스페인어 말해주세요,번역
이거 영어 뭔지 알려줄래요,번역
미안해 영어 번역해줘,번역
아이오아이 누구인가요,위키인물
브루노 마스 누군지 알아요,위키인물
박미래 누군지 알고있나요,위키인물
김희철 대해서 알려줘,위키인물
유재석 누구더라,위키인물
박명수 누구죠,위키인물
전봉준 누구더라,위키인물
김대건 누구,위키인물
황진이 대해 설명해줘,위키인물
홍경래 누구인지 설명,위키인물
미국 대통령 누구라고요,위키인물
윤미래 누구인가요,위키인물
누구인가요 우원재,위키인물
이육사 누구인가요,위키인물
신서희 누구인가요,위키인물
김태희 누군지 궁금해요,위키인물
정준영 누군지 알아요,위키인물
한국 대통령 누구,위키인물
UN 사무총장 누구,위키인물
중국 칭따오 어디죠,위키인물
제일 잘 팔리는 맥주 뭔가요,위키인물
돼지고기 부위 종류 알려줘,위키인물
세상에서 제일 높은 산 뭔가요,위키인물
모기 종류 알려줘,위키인물
천둥 대해서 알려줘요,위키인물
메이웨더 대해서 알려줘요,위키인물
늑대 대해서 알려줄래,위키인물
라면 종류 알려줘,위키인물
도깨비 대해서 알려줘요,위키인물
러블리즈 노래 들을래요,음악
여자친구 걸그룹 노래 들려줘요,음악
태양의 후예 ost 들려 줄래요,음악
2ne1 노래 듣고 싶어져요,음악
모모랜드 노래 들을래요,음악
aoa 노래 들을래요,음악
애프터스쿨 노래 알아요,음악
우주소녀 노래 들려줘요,음악
아스트로 오빠들 노래 틀어주세요,음악
스나이퍼 노래 들을래요,음악
로꼬 노래 좋더세요,음악
애드시어런 노래 들려줘,음악
혁오 밴드 노래 듣고 싶어요,음악
감성 힙합 추천해주라,음악
가슴 아픈 발라드 들려줘,음악
잭스키스 아프지 마요 들을래,음악
요즘 가요 추천해줘,음악
신나는 EDM 음악 들려줘,음악
장범준 노래 들을래,음악
오왼 노래 들을래 노래요,음악
리쌍 음악 슬프더라 들려줘요,음악
창모 노래 들려줘요,음악
라붐 노래 들려주세요,음악
노엘 영비 한요한 헬리콥터 들려줘요,음악
릴보이 노래 들려줘요,음악
기리보이 노래 들려줘요,음악
홍진영 노래 들을래요,음악
구수한 트로트 틀어줄래요,음악
김범수 노래 틀어 줬으면 좋겠네,음악
이수 노래 들려줬으면 좋겠어,음악
빅뱅 좋다 들려 주라,음악
아이돌 그룹 노래 듣고 싶은데,음악
샤이니 음악 들려줘	음악,음악
아이돌 그룹 음악 틀어줘,음악
그루비룸이 프로듀스한 노래 들려줘,음악
코드 쿤스트 노래 들려줘,음악
자이언티 노래 듣고싶네,음악
양화대교 틀어주라,음악
아이돌 음악 듣고,음악
알앤비 소울 들려줘요,음악
스윙스 노래 들을래요,음악
먼데이 키즈 가울안부 들려줘요,음악
백예린 신곡 들을래요,음악
장범준 3집 나왔던데 노래 틀어줘요,음악
엔플라잉 옥탑방 노래 틀어줘요,음악
재키와이 노래 들을래요,음악
백재범 노래 들을래요,음악
비 노래 깡 듣고 싶다,음악
영화 ost 추천해줘,음악
마룬 파이브 노래 들려줘,음악
트와이스 노래 들려주겠니,음악
다비치 들려줘,음악
원더걸스 추억 노래 추천해줘,음악
미스에이 노래 들려주라,음악
포미닛 노래 들려줘,음악
빅뱅 뱅뱅뱅 노래 틀어줘,음악
그레이 노래 들려줘,음악
고등래퍼 히트곡 틀어 주라,음악
하기나 해 노래 들려줘,음악
크러쉬 노래 추천해줘,음악
블루스 음악 들을래,음악
재즈 음악 추천해줘,음악
드라마 ost 들려주라,음악
노래 하나만 추천 해줄래,음악
오늘 날짜 좀 알려줘,날짜시간
어제 무슨 날인지 알려줄래,날짜시간
오늘 며칠인지 알려주라,날짜시간
어제 무슨 날이였니,날짜시간
오늘 며칠인지 알고 있니,날짜시간
그제 요일 알려줘,날짜시간
오늘 날짜 좀 알려줘,날짜시간
지금 시간 알려주라,날짜시간
몇 시 몇 분이야,날짜시간
시간 알려줄 수 있니,날짜시간
지금 시간 알려줄래,날짜시간
지금 몇 신지 아니,날짜시간
시간이 어떻게 되니,날짜시간
지금 시간 알려주라,날짜시간
현재 몇시야,날짜시간
현재 시간 궁금해,날짜시간
지금 시간 좀 알려달라고,날짜시간
지금 시간 좀 알려줘,날짜시간
지금 몇 시 몇 분인지 아니,날짜시간
현재 시간 알려주겠니,날짜시간
현재 몇 시냐고 물어봤어,날짜시간
지금 시간 몇 시인지 알려달라고,날짜시간
이제 몇 시 몇 분이야,날짜시간
이제 시간 알려줄 수 있니,날짜시간
이제 시간 알고싶어,날짜시간
웃긴 농담 들려줘,농담
재밌는 농담 따먹기 해줘요,농담
즐거운 이야기 해주세요,농담
재미있는 말 들려줄 수 있나요,농담
재밌는 농담 들려주세요,농담
재밌는 얘기 해줄래요,농담
즐거운 얘기 해줄래요,농담
농담 해줄래요,농담
즐거운 이야기 해줘요,농담
웃긴 얘기 해줘요,농담
웃긴 이야기 해주세요,농담
나한테 웃긴 이야기 해줘요,농담
재밌는 농담 좀 해봐,농담
너 나한테 재밌는 농담 들려줘야 해,농담
저기 재밌는 농담 들려주겠나요,농담
저한테 재밌는 농담 들려주세요,농담
저 혹시 재밌는 농담 좀 들려주세요,농담
재밌는 농담 한 번만 부탁합니다,농담
재미있는 농담 들려줘요,농담
즐거운 농담 해줄래요,농담
웃긴 농담 하나 들려줘요,농담
우스운 농담 하나 해줄래요,농담
재밌는 농담 하나만 들려주세요,농담
와이파이 불안해,기기조작
와이파이 켜주라,기기조작
와이파이 끄고싶어,기기조작
와이파이 켜고 싶어,기기조작
블루투스 켜줘,기기조작
블루투스 꺼주라,기기조작
블루투스 꺼주겠니,기기조작
wifi 불안해 졌어,기기조작
wifi 확인해봐,기기조작
wifi 켜주라,기기조작
wifi 켜고싶어,기기조작
볼륨 줄여줘,기기조작
볼륨 너무 크네,기기조작
볼륨 크다니까,기기조작
볼륨 너무 커요,기기조작
볼륨 크다고,기기조작
볼륨 낮춰줘,기기조작
볼륨 낮춰줘,기기조작
소리 좀 낮춰줘,기기조작
소리 낮춰줘,기기조작
소리 키워줘 좀,기기조작
소리 줄여줄래,기기조작
소리 너무 크구나,기기조작
소리 좀 줄여달라고,기기조작
소리 크네,기기조작
설정 틀어주세요,기기조작
설정 켜줄래,기기조작
설정 화면 켜줘,기기조작
오후 2시 알람 맞출래,기기조작
새벽 2시 25분알람 맞출래,기기조작
점심 2시 알람 맞출래,기기조작
저녁 8시 12분 알람 맞출래요,기기조작
밤 12시 알람 맞출래요,기기조작
밤 2시 알람 맞출래,기기조작
밤 열두시 12분 알람 맞출래요,기기조작
오늘 오후 5시 알람 취소해줘,기기조작
오늘 점심 12시 알람 맞춰주세요,기기조작
10시간 후 알람 맞춰주세요,기기조작
아침 7시  알람 맞춰주세요,기기조작
1시간 뒤 알람 맞춰주세요,기기조작
오늘 오후 알람 취소해줘요,기기조작
내일 오후 5시 알람 취소해줘,기기조작
밤 아홉시 설정했던 알람 취소해줘,기기조작